date,store_id,item_id,qty_sold,unit_cost,promo_flag,stockout_flag,lead_time,ordering_cost,holding_rate,day_of_week,month,week_of_year,is_weekend,quarter,year,lag_1,lag_7,lag_14,lag_21,lag_28,rollmean_7,rollstd_7,rollmean_14,rollstd_14,rollmean_28,rollstd_28,expanding_mean,store_enc,item_enc
2022-04-13,S01,ITEM_A,28.0,50.0,0,0,7.0,500.0,0.2,2,4,15,0,2,2022,29.0,19.0,29.0,24.0,22.0,25.0,14.200938936093857,24.214285714285715,12.759181137389,26.392857142857142,10.421982770458072,26.03921568627451,0,0
2022-04-14,S01,ITEM_A,30.0,50.0,0,0,7.0,500.0,0.2,3,4,15,0,2,2022,28.0,0.0,18.0,25.0,30.0,26.285714285714285,13.972762620115432,24.142857142857142,12.733101277060042,26.607142857142858,10.389949865185022,26.058252427184467,0,0
2022-04-15,S01,ITEM_A,36.0,50.0,0,0,7.0,500.0,0.2,4,4,15,0,2,2022,30.0,37.0,0.0,18.0,29.0,30.571428571428573,7.8072005835882505,25.0,12.691608372342847,26.607142857142858,10.389949865185022,26.096153846153847,0,0
2022-04-16,S01,ITEM_A,26.0,50.0,0,0,7.0,500.0,0.2,5,4,15,1,2,2022,36.0,43.0,39.0,37.0,25.0,30.428571428571427,7.678045386189165,27.571428571428573,10.732511970028881,26.857142857142858,10.532891290704512,26.19047619047619,0,0
2022-04-17,S01,ITEM_A,25.0,50.0,0,0,7.0,500.0,0.2,6,4,15,1,2,2022,26.0,18.0,29.0,37.0,38.0,28.0,5.385164807134488,26.642857142857142,10.217685594159711,26.892857142857142,10.52805523778951,26.18867924528302,0,0
2022-04-18,S01,ITEM_A,24.0,50.0,0,0,7.0,500.0,0.2,0,4,16,0,2,2022,25.0,29.0,22.0,19.0,36.0,29.0,3.55902608401041,26.357142857142858,10.202617634382198,26.428571428571427,10.304362871128628,26.177570093457945,0,0
2022-04-19,S01,ITEM_A,24.0,50.0,0,0,7.0,500.0,0.2,1,4,16,0,2,2022,24.0,29.0,27.0,23.0,37.0,28.285714285714285,4.029651999626649,26.5,10.150786252229999,26.0,10.139764041377633,26.15740740740741,0,0
2022-04-20,S01,ITEM_A,25.0,50.0,0,0,7.0,500.0,0.2,2,4,16,0,2,2022,24.0,28.0,19.0,29.0,24.0,27.571428571428573,4.314979445958862,26.285714285714285,10.171064322407437,25.535714285714285,9.912514136581928,26.137614678899084,0,0
2022-04-21,S01,ITEM_A,28.0,50.0,0,0,7.0,500.0,0.2,3,4,16,0,2,2022,25.0,30.0,0.0,18.0,25.0,27.142857142857142,4.413183712037186,26.714285714285715,9.96477311817501,25.571428571428573,9.908576798909833,26.12727272727273,0,0
2022-04-22,S01,ITEM_A,30.0,50.0,0,0,7.0,500.0,0.2,4,4,16,0,2,2022,28.0,36.0,37.0,0.0,18.0,26.857142857142858,4.259443290250146,28.714285714285715,6.341906670692992,25.678571428571427,9.918383871596152,26.144144144144143,0,0
2022-04-23,S01,ITEM_A,30.0,50.0,0,0,7.0,500.0,0.2,5,4,16,1,2,2022,30.0,26.0,43.0,39.0,37.0,26.0,2.2360679774997596,28.214285714285715,5.898873053109665,26.107142857142858,9.833198815329578,26.178571428571427,0,0
2022-04-24,S01,ITEM_A,42.0,50.0,0,0,7.0,500.0,0.2,6,4,16,1,2,2022,30.0,25.0,18.0,29.0,37.0,26.571428571428573,2.6992062325272843,27.285714285714285,4.1589305472324645,25.857142857142858,9.632946111841946,26.212389380530972,0,0
2022-04-25,S01,ITEM_A,22.0,50.0,0,0,7.0,500.0,0.2,0,4,17,0,2,2022,42.0,24.0,29.0,22.0,19.0,29.0,6.298147875897045,29.0,4.91465625998871,26.035714285714285,9.890070377074782,26.350877192982455,0,0
2022-04-26,S01,ITEM_A,14.0,50.0,0,0,7.0,500.0,0.2,1,4,17,0,2,2022,22.0,24.0,29.0,27.0,23.0,28.714285714285715,6.600865744084511,28.5,5.25869243765465,26.142857142857142,9.827076298239911,26.31304347826087,0,0
2022-04-27,S01,ITEM_A,0.0,50.0,0,0,7.0,500.0,0.2,2,4,17,0,2,2022,14.0,25.0,28.0,19.0,29.0,27.285714285714285,8.577378887016033,27.428571428571427,6.524678426668138,25.821428571428573,10.077674523893092,26.20689655172414,0,0
2022-04-28,S01,ITEM_A,31.0,50.0,0,0,7.0,500.0,0.2,3,4,17,0,2,2022,0.0,28.0,30.0,0.0,18.0,23.714285714285715,13.487207342691883,25.428571428571427,9.803565173440228,24.785714285714285,11.169923713579957,25.982905982905983,0,0
2022-04-29,S01,ITEM_A,18.0,50.0,0,0,7.0,500.0,0.2,4,4,17,0,2,2022,31.0,30.0,36.0,37.0,0.0,24.142857142857142,13.69219450914244,25.5,9.842998292421644,25.25,11.147579042936568,26.02542372881356,0,0
2022-04-30,S01,ITEM_A,37.0,50.0,0,0,7.0,500.0,0.2,5,4,17,1,2,2022,18.0,30.0,26.0,43.0,39.0,22.428571428571427,13.587459203951546,24.214285714285715,9.536799748896346,25.892857142857142,10.108079957305467,25.95798319327731,0,0
2022-05-01,S01,ITEM_A,0.0,50.0,0,0,7.0,500.0,0.2,6,5,17,1,2,2022,37.0,42.0,25.0,18.0,29.0,23.428571428571427,14.466710555123242,25.0,10.12992520285242,25.821428571428573,10.018699447749627,26.05,0,0
2022-05-02,S01,ITEM_A,25.0,50.0,0,0,7.0,500.0,0.2,0,5,18,0,2,2022,0.0,22.0,24.0,29.0,22.0,17.428571428571427,14.187519666443267,23.214285714285715,12.135000690492015,24.785714285714285,11.116744603615334,25.834710743801654,0,0
2022-05-03,S01,ITEM_A,19.0,50.0,0,0,7.0,500.0,0.2,1,5,18,0,2,2022,25.0,14.0,24.0,29.0,27.0,17.857142857142858,14.392458342578493,23.285714285714285,12.142921783926198,24.892857142857142,11.103350464359467,25.827868852459016,0,0
2022-05-04,S01,ITEM_A,40.0,50.0,1,0,7.0,500.0,0.2,2,5,18,0,2,2022,19.0,0.0,25.0,28.0,19.0,18.571428571428573,14.292855358035162,22.928571428571427,12.193720235712034,24.607142857142858,11.149951953772208,25.772357723577237,0,0
2022-05-05,S01,ITEM_A,0.0,50.0,0,0,7.0,500.0,0.2,3,5,18,0,2,2022,40.0,31.0,28.0,30.0,0.0,24.285714285714285,13.6102202494337,24.0,13.020693588993694,25.357142857142858,11.460768139579756,25.887096774193548,0,0
2022-05-06,S01,ITEM_A,22.0,50.0,0,0,7.0,500.0,0.2,4,5,18,0,2,2022,0.0,18.0,30.0,36.0,37.0,19.857142857142858,15.910463762658122,22.0,14.4328684712254,25.357142857142858,11.460768139579756,25.68,0,0
2022-05-07,S01,ITEM_A,23.0,50.0,0,0,7.0,500.0,0.2,5,5,18,1,2,2022,22.0,37.0,30.0,26.0,43.0,20.428571428571427,15.90447675820808,21.428571428571427,14.248963717862674,24.821428571428573,11.244928310061065,25.650793650793652,0,0
2022-05-08,S01,ITEM_A,35.0,50.0,0,0,7.0,500.0,0.2,6,5,18,1,2,2022,23.0,0.0,42.0,25.0,18.0,18.428571428571427,14.269514624508004,20.928571428571427,14.046430073232047,24.107142857142858,10.667844677014665,25.62992125984252,0,0
2022-05-09,S01,ITEM_A,33.0,50.0,1,0,7.0,500.0,0.2,0,5,19,0,2,2022,35.0,25.0,22.0,24.0,29.0,23.428571428571427,12.791366135759214,20.428571428571427,13.34578173468643,24.714285714285715,10.790452373921239,25.703125,0,0
2022-05-10,S01,ITEM_A,25.0,50.0,0,0,7.0,500.0,0.2,1,5,19,0,2,2022,33.0,19.0,14.0,24.0,29.0,24.571428571428573,13.302344941865734,21.214285714285715,13.762706416693186,24.857142857142858,10.875437107313543,25.75968992248062,0,0
2022-05-11,S01,ITEM_A,33.0,50.0,0,0,7.0,500.0,0.2,2,5,19,0,2,2022,25.0,40.0,0.0,25.0,28.0,25.428571428571427,13.074875944053192,22.0,13.632540256538903,24.714285714285715,10.845231561338268,25.753846153846155,0,0
